TotalCharges,Contract_Month-to-month,InternetService_Fiber optic,PaymentMethod_Electronic check,TechSupport_No,OnlineSecurity_No,SeniorCitizen,PaperlessBilling_Yes,StreamingTV_Yes,StreamingMovies_Yes,tenure,Contract_Two year,InternetService_DSL,MultipleLines_No,PaperlessBilling_No,PaymentMethod_Credit card (automatic),TechSupport_Yes,OnlineSecurity_Yes,PhoneService_Yes,Dependents_Yes,Churn
1759.4,0,0,0,0,0,0,1,1,0,23,1,1,0,0,0,1,1,1,1,0
844.45,0,0,0,0,0,0,0,0,0,25,1,1,0,1,0,1,1,0,1,0
7774.05,0,1,0,0,1,1,1,1,1,72,1,0,0,0,0,1,0,1,0,0
134.05,1,1,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
140.95,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,1,0,0
249.95,1,0,0,1,1,0,1,0,0,5,0,1,0,0,0,0,0,1,0,1
1701.65,1,0,1,1,1,0,0,1,1,35,0,1,0,1,0,0,0,0,0,0
592.65,0,0,1,0,0,0,0,0,0,24,0,0,0,1,0,0,0,1,0,0
135.75,1,1,1,1,1,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0
7732.65,0,1,0,0,0,0,1,0,1,72,1,0,0,0,1,1,1,1,1,0
4282.4,1,1,1,0,0,0,1,1,0,41,0,0,0,0,0,1,1,1,0,0
219.65,1,0,1,1,0,0,0,0,0,4,0,1,1,1,0,0,1,1,1,1
2018.1,0,1,0,1,1,0,0,0,0,26,0,0,1,1,0,0,0,1,0,0
669.0,1,1,1,1,1,0,1,1,1,7,0,0,1,0,0,0,0,1,0,1
68.95,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
224.85,1,0,0,0,1,0,1,0,0,4,0,1,0,0,0,1,0,1,1,0
3771.5,0,0,0,0,1,0,0,1,1,48,1,1,1,1,1,1,0,1,0,0
196.75,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1
943.85,0,0,1,0,0,1,1,1,1,12,0,1,1,0,0,1,1,1,0,0
6572.85,1,1,0,0,0,0,1,1,1,60,0,0,0,0,0,1,1,1,0,0
3175.85,0,0,1,0,0,0,1,0,0,55,1,1,1,0,0,1,1,1,0,0
29.15,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
20.05,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
318.9,1,1,1,1,1,0,1,0,0,4,0,0,0,0,0,0,0,1,0,1
24.45,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2762.75,0,0,0,0,1,0,0,0,1,42,1,1,1,1,1,1,0,1,0,0
49.55,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
631.85,1,1,0,1,1,0,1,1,0,7,0,0,0,0,1,0,0,1,0,1
232.5,1,1,0,1,1,0,1,0,0,3,0,0,1,0,1,0,0,1,0,0
5919.35,0,0,0,1,0,0,1,1,1,72,1,1,0,0,1,0,1,1,0,0
749.25,1,0,1,1,1,0,1,0,0,15,0,1,0,0,0,0,0,1,0,0
307.4,1,1,1,1,1,0,1,1,0,4,0,0,1,0,0,0,0,1,0,1
245.15,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,0,0
134.75,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0
55.8,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1
8240.85,0,1,0,0,0,0,1,1,1,72,1,0,0,0,1,1,1,1,0,0
4266.4,1,1,0,1,1,0,1,0,0,55,0,0,0,0,1,0,0,1,0,0
1077.5,1,0,1,0,0,0,1,0,0,40,0,0,0,0,0,0,0,1,1,0
1115.6,0,0,0,0,0,0,0,0,0,57,1,0,1,1,0,0,0,1,0,0
79.05,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1
95.0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1
25.2,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
4079.55,0,0,1,1,1,1,1,1,1,52,0,1,0,0,0,0,0,1,1,0
4187.75,1,1,1,1,1,1,1,1,1,41,0,0,0,0,0,0,0,1,0,1
2391.15,0,0,0,1,1,0,1,1,0,43,0,1,1,0,0,0,0,1,0,0
890.5,0,0,0,0,0,0,0,0,0,47,1,0,1,1,0,0,0,1,1,0
137.25,1,0,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0
5154.6,0,0,0,0,0,1,0,1,0,66,1,1,0,1,1,1,1,1,1,1
3119.9,0,0,0,0,1,0,1,0,0,55,1,1,1,0,1,1,0,1,1,0
529.5,0,0,0,0,0,0,0,0,0,29,0,0,1,1,0,0,0,1,0,0
966.55,1,1,1,1,1,0,1,1,0,12,0,0,0,0,0,0,0,1,1,0
6936.85,1,1,1,1,1,0,1,1,1,66,0,0,0,0,0,0,0,1,0,0
3496.3,1,1,1,1,1,1,1,1,1,35,0,0,0,0,0,0,0,1,0,1
914.3,1,1,1,1,1,1,1,0,1,10,0,0,0,0,0,0,0,1,0,1
1929.0,1,1,0,1,1,0,1,0,0,27,0,0,0,0,0,0,0,1,1,0
5817.7,1,1,1,0,1,0,1,1,1,58,0,0,1,0,0,1,0,1,0,0
6110.2,0,1,0,0,0,0,0,1,1,54,1,0,1,1,0,1,1,1,0,1
178.8,1,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,1,0,0
28.3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1
435.0,1,1,1,1,1,0,1,0,0,6,0,0,1,0,0,0,0,1,0,0
2351.8,1,1,1,1,1,1,1,1,1,26,0,0,1,0,0,0,0,1,0,1
186.15,1,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,1,0,0
445.85,1,0,0,1,1,0,1,0,0,8,0,1,1,0,0,0,0,1,0,0
912.0,1,1,1,1,1,0,1,1,0,12,0,0,1,0,0,0,0,1,0,0
679.55,1,0,1,1,1,0,1,0,0,15,0,1,0,0,0,0,0,1,0,1
3581.6,0,0,1,1,0,0,1,1,1,43,0,1,0,0,0,0,1,1,0,0
4222.95,1,1,1,0,1,0,1,1,1,42,0,0,0,0,0,1,0,1,0,0
1994.3,1,0,0,0,0,0,0,0,0,31,0,1,0,1,1,1,1,1,0,1
5930.05,0,1,0,0,0,0,1,0,0,66,1,0,0,0,1,1,1,1,1,0
1505.85,1,1,1,0,1,1,1,0,0,18,0,0,0,0,0,1,0,1,0,1
20.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
5638.3,0,1,1,0,1,0,1,1,0,61,1,0,0,0,0,1,0,1,0,1
797.25,1,1,1,1,1,0,0,0,0,10,0,0,0,1,0,0,0,1,0,0
71.65,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1359.45,1,1,1,1,1,1,1,0,0,18,0,0,1,0,0,0,0,1,0,0
2542.45,1,1,1,1,1,0,1,1,1,24,0,0,0,0,0,0,0,1,0,1
54.7,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,1,0
989.05,0,0,0,0,0,0,0,0,0,50,0,0,1,1,1,0,0,1,0,0
44.55,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
87.3,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,1,1,0,0
351.55,0,0,0,0,0,0,1,0,0,17,0,0,1,0,0,0,0,1,0,0
7297.75,0,1,1,1,1,0,1,1,1,69,1,0,0,0,0,0,0,1,1,0
6301.7,0,0,0,0,0,0,1,1,1,72,1,1,0,0,1,1,1,1,0,0
210.3,1,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1
3822.45,0,0,0,1,0,1,1,0,1,50,1,1,0,0,0,0,1,1,1,0
1048.45,0,0,0,0,0,0,0,0,0,53,1,0,1,1,0,0,0,1,0,0
6393.65,0,1,0,0,0,0,1,1,1,58,1,0,0,0,1,1,1,1,0,0
1489.3,0,0,0,1,0,0,1,0,0,46,0,1,0,0,0,0,1,0,0,0
8061.5,1,1,0,0,0,1,1,1,1,72,0,0,0,0,1,1,1,1,0,0
74.2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
518.75,1,1,0,1,1,0,1,1,0,6,0,0,0,0,0,0,0,1,1,0
5763.15,0,0,0,0,0,0,0,0,1,72,1,1,0,1,0,1,1,1,0,0
238.5,1,0,0,1,1,0,1,0,1,4,0,1,1,0,0,0,0,1,0,0
1031.7,0,0,0,0,0,0,0,0,0,52,1,0,1,1,0,0,0,1,1,0
34.8,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
1319.95,0,0,0,0,0,0,0,0,0,65,1,0,1,1,0,0,0,1,0,0
4388.4,1,1,1,1,1,1,1,1,1,43,0,0,0,0,0,0,0,1,0,1
420.2,1,1,1,1,1,0,1,1,1,4,0,0,0,0,0,0,0,1,0,1
2177.45,0,1,1,1,0,1,1,0,1,25,0,0,0,0,0,0,1,1,0,1
3950.85,0,0,0,0,1,0,1,1,1,51,0,1,0,0,1,1,0,1,0,0
827.05,1,0,0,1,1,0,0,1,1,12,0,1,0,1,0,0,0,1,0,0
3913.3,0,0,0,1,0,0,1,1,1,57,0,1,1,0,0,0,1,1,1,1
533.5,0,0,0,0,0,0,0,0,0,24,0,0,1,1,0,0,0,1,1,0
3756.45,0,0,0,0,1,0,0,0,0,64,0,1,0,1,0,1,0,1,0,0
443.9,0,1,1,0,1,0,1,1,1,4,0,0,1,0,0,1,0,1,0,1
2599.95,1,1,0,1,1,0,1,1,1,26,0,0,0,0,0,0,0,1,0,0
284.3,1,0,0,0,0,0,0,0,0,15,0,0,1,1,0,0,0,1,1,0
1740.8,0,0,0,0,0,1,0,0,0,64,1,0,0,1,1,0,0,1,0,0
3436.1,1,1,1,1,1,1,1,1,1,36,0,0,0,0,0,0,0,1,0,1
2462.55,1,1,0,1,1,0,0,1,1,27,0,0,0,1,1,0,0,1,0,0
70.85,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
3110.1,0,0,0,0,0,0,1,1,1,35,0,1,0,0,1,1,1,1,0,1
280.85,1,1,1,1,1,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1
411.75,1,0,1,1,1,0,1,0,0,8,0,1,1,0,0,0,0,1,1,0
198.6,1,0,0,0,0,0,1,0,0,10,0,0,1,0,1,0,0,1,0,0
103.7,1,0,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0
6144.55,0,1,0,1,0,0,1,1,1,58,1,0,0,0,0,0,1,1,0,1
4089.45,0,0,0,0,0,0,1,1,1,51,1,1,1,0,1,1,1,1,0,0
864.2,0,0,0,0,0,0,1,0,0,46,1,0,1,0,0,0,0,1,1,0
19.65,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3249.4,1,1,0,1,1,0,0,0,0,46,0,0,0,1,0,0,0,1,0,0
5405.8,1,1,0,0,0,0,1,1,1,50,0,0,0,0,0,1,1,1,0,0
3363.8,1,0,0,0,1,0,0,1,0,53,0,1,1,1,1,1,0,1,1,0
7132.15,1,1,1,0,1,0,1,1,1,61,0,0,0,0,0,1,0,1,0,0
93.55,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,0
4138.9,0,0,0,0,0,0,1,1,1,47,0,1,1,0,0,1,1,1,0,0
5121.75,0,1,0,1,1,0,1,1,0,54,0,0,0,0,0,0,0,1,0,0
566.1,1,0,0,1,1,0,1,0,0,19,0,1,0,0,1,0,0,0,1,0
2715.3,0,1,1,0,1,0,1,1,1,26,1,0,1,0,0,1,0,1,1,0
1782.05,0,0,0,0,0,0,0,0,0,70,1,0,0,1,0,0,0,1,1,0
1742.5,1,1,1,1,1,0,1,1,1,17,0,0,0,0,0,0,0,1,0,0
2983.8,1,1,1,1,1,0,1,1,1,30,0,0,0,0,0,0,0,1,0,1
24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
485.9,0,0,0,0,0,0,0,0,0,19,1,0,0,1,0,0,0,1,1,0
1905.7,0,0,0,1,1,0,1,1,1,26,1,1,1,0,1,0,0,1,0,0
1565.7,1,1,0,1,1,0,1,0,0,21,0,0,1,0,0,0,0,1,1,1
4858.7,0,1,1,1,1,0,1,1,1,50,0,0,0,0,0,0,0,1,0,0
3723.65,0,0,1,1,0,0,1,1,1,68,0,1,0,0,0,0,1,0,0,0
298.35,1,1,0,1,1,0,1,1,1,3,0,0,0,0,0,0,0,1,0,1
970.45,1,1,1,0,1,0,0,1,1,9,0,0,1,1,0,1,0,1,1,0
1782.0,0,0,0,0,0,0,0,0,0,51,1,1,0,1,0,1,1,0,1,0
405.7,1,0,1,1,1,0,1,0,0,9,0,1,1,0,0,0,0,1,0,0
4534.9,0,1,1,0,1,1,1,1,1,41,0,0,0,0,0,1,0,1,1,1
2415.95,1,1,1,1,1,0,1,1,1,22,0,0,0,0,0,0,0,1,0,0
1157.05,0,0,1,1,0,0,1,1,1,21,0,1,0,0,0,0,1,0,1,1
8297.5,0,1,0,0,0,0,1,1,1,71,1,0,0,0,0,1,1,1,1,0
45.75,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
2083.1,0,0,0,0,1,0,1,1,1,26,0,1,0,0,1,1,0,1,1,0
4681.75,0,0,0,0,0,0,0,0,0,71,1,1,0,1,0,1,1,1,0,0
176.2,1,0,0,1,1,0,1,0,0,4,0,1,1,0,1,0,0,1,0,0
1001.2,1,1,1,1,0,0,1,0,0,12,0,0,0,0,0,0,1,1,0,0
1594.75,1,1,1,0,1,0,1,1,0,18,0,0,0,0,0,1,0,1,0,0
212.4,1,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0
7677.4,0,1,0,1,0,1,1,1,1,72,0,0,0,0,0,0,1,1,0,0
815.5,1,1,1,1,1,0,0,0,0,11,0,0,1,1,0,0,0,1,0,1
80.15,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1
259.65,0,0,0,0,0,0,0,0,0,13,0,0,1,1,1,0,0,1,0,0
8109.8,0,1,1,0,1,0,1,1,1,72,0,0,0,0,0,1,0,1,0,1
2386.85,0,0,0,1,0,0,0,0,0,42,0,1,0,1,1,0,1,1,0,0
340.35,1,0,0,0,0,0,0,0,0,17,0,0,1,1,1,0,0,1,0,0
419.35,1,0,0,1,1,1,1,0,0,7,0,1,1,0,0,0,0,1,0,0
7990.05,0,1,0,0,0,0,0,1,1,68,1,0,0,1,0,1,1,1,0,0
1402.25,0,0,0,0,0,0,0,0,0,56,1,0,0,1,0,0,0,1,1,0
749.35,0,0,0,0,0,0,0,0,0,38,0,0,1,1,0,0,0,1,1,0
8425.15,0,1,1,0,0,0,1,1,1,72,1,0,0,0,0,1,1,1,1,0
1171.5,0,0,0,0,0,0,0,0,0,48,0,0,0,1,1,0,0,1,0,0
5647.95,1,1,1,1,0,1,1,1,1,52,0,0,0,0,0,0,1,1,0,0
708.8,0,0,0,0,0,0,0,0,0,35,0,0,1,1,0,0,0,1,1,0
7567.2,0,1,0,0,1,0,1,1,1,67,1,0,0,0,0,1,0,1,0,0
29.9,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
4348.1,1,1,0,0,1,0,1,0,0,53,0,0,1,0,0,1,0,1,0,0
635.9,1,0,0,0,0,0,0,0,0,34,0,0,1,1,0,0,0,1,1,0
108.95,1,0,0,1,1,0,0,1,0,3,0,1,0,1,1,0,0,0,0,1
78.8,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
1682.4,1,1,0,0,1,0,0,1,0,19,0,0,1,1,0,1,0,1,0,0
6925.9,0,1,0,0,0,1,1,1,1,60,1,0,0,0,0,1,1,1,0,0
223.15,0,0,0,0,0,0,0,0,0,11,1,0,1,1,1,0,0,1,0,0
5127.95,1,1,1,1,1,0,1,1,1,47,0,0,0,0,0,0,0,1,0,1
874.8,1,0,1,1,0,0,0,0,0,18,0,1,1,1,0,0,1,1,0,1
6758.45,0,1,0,0,0,0,0,1,1,60,1,0,0,1,1,1,1,1,1,0
1874.3,0,0,0,0,0,0,0,0,0,72,1,0,0,1,1,0,0,1,0,0
791.15,0,0,0,0,0,0,0,0,0,39,0,0,1,1,0,0,0,1,0,0
4639.45,0,1,0,1,0,0,1,0,0,59,0,0,1,0,1,0,1,1,0,0
143.9,1,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0
69.1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
1776.55,1,1,1,1,1,0,1,1,1,20,0,0,1,0,0,0,0,1,1,1
536.4,1,1,0,1,1,0,1,1,1,6,0,0,0,0,0,0,0,1,0,1
6172.0,0,1,0,0,1,0,1,0,0,71,1,0,0,0,1,1,0,1,0,0
1559.45,1,0,0,1,0,0,0,0,0,24,0,1,0,1,0,0,1,1,0,0
6079.0,1,1,0,1,1,1,1,1,1,67,0,0,0,0,1,0,0,1,0,0
80.85,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
4029.95,0,1,0,1,1,0,1,0,1,48,0,0,0,0,0,0,0,1,1,1
2658.4,0,0,0,0,1,0,0,0,1,37,0,1,0,1,0,1,0,1,0,0
383.55,1,0,0,1,1,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0
51.15,1,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,1,0,1
1745.5,1,1,0,1,1,0,1,1,1,18,0,0,1,0,1,0,0,1,0,0
2230.85,0,0,0,1,1,0,1,0,0,50,0,1,1,0,0,0,0,1,1,0
7281.6,0,1,1,0,0,0,1,1,1,67,0,0,0,0,0,1,1,1,1,0
1837.7,1,0,0,0,0,0,1,0,1,25,0,1,1,0,0,1,1,1,0,0
149.55,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1
180.7,1,0,0,0,0,0,0,0,0,9,0,0,1,1,1,0,0,1,0,0
411.45,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,1,1,0,1,0
1328.35,0,0,0,0,0,0,0,0,0,70,1,0,1,1,1,0,0,1,0,0
576.95,1,0,0,0,0,0,1,0,1,9,0,1,1,0,0,1,1,1,0,0
68.45,1,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,0
123.05,1,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,1,1,0,0
78.65,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
468.35,1,0,0,1,1,0,1,0,0,19,0,1,0,0,0,0,0,0,0,0
174.7,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,1,1,0
42.9,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1
44.0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0
172.35,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,1,1,0
139.35,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,1
539.85,1,0,0,0,0,0,0,1,1,9,0,1,0,1,0,1,1,0,0,1
300.4,1,0,0,1,0,0,0,0,0,5,0,1,1,1,1,0,1,1,0,0
4968.0,0,1,0,1,1,0,0,1,1,56,0,0,1,1,0,0,0,1,1,0
992.7,1,0,0,1,0,0,0,0,0,18,0,1,0,1,0,0,1,1,1,0
4718.25,1,1,1,1,1,1,1,1,1,49,0,0,0,0,0,0,0,1,0,1
5536.5,0,0,0,0,0,0,0,1,0,70,1,1,0,1,0,1,1,1,0,0
7806.6,0,1,0,0,1,0,1,1,1,72,1,0,0,0,1,1,0,1,0,0
434.1,1,1,1,1,1,1,0,0,0,6,0,0,1,1,0,0,0,1,0,1
1563.9,1,1,1,1,1,1,1,1,1,17,0,0,0,0,0,0,0,1,0,0
1332.4,1,0,1,1,1,0,1,1,1,29,0,1,0,0,0,0,0,0,0,0
545.2,1,1,1,1,1,0,1,1,1,6,0,0,0,0,0,0,0,1,0,1
6296.75,0,1,1,1,1,0,0,1,1,63,1,0,0,1,0,0,0,1,0,0
1284.2,1,1,0,1,1,0,1,0,0,16,0,0,0,0,0,0,0,1,0,1
3645.5,0,0,0,1,1,0,1,0,1,59,0,1,1,0,0,0,0,1,0,0
161.45,1,0,1,1,1,0,0,1,0,3,0,1,1,1,0,0,0,1,0,0
226.95,1,0,0,1,1,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0
646.85,1,1,1,1,1,1,1,0,1,7,0,0,0,0,0,0,0,1,0,1
1441.65,0,0,0,0,0,0,0,0,0,68,1,0,1,1,1,0,0,1,0,0
7511.3,0,1,0,0,0,0,0,1,1,68,1,0,0,1,1,1,1,1,1,0
5621.85,0,1,1,1,1,1,1,1,1,52,0,0,0,0,0,0,0,1,0,0
7919.8,0,1,0,0,0,0,1,1,1,72,1,0,0,0,1,1,1,1,1,0
593.2,0,0,0,0,0,0,0,0,0,32,0,0,1,1,0,0,0,1,0,0
1423.65,0,0,0,0,0,0,0,0,0,72,1,0,1,1,0,0,0,1,0,0
69.95,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
2763.35,0,0,0,0,0,0,0,0,1,42,0,1,1,1,1,1,1,1,1,0
692.1,0,0,0,0,0,0,0,0,0,25,1,0,0,1,1,0,0,1,0,1
2298.55,1,0,0,1,0,0,1,0,0,45,0,1,1,0,0,0,1,1,0,0
2640.55,0,0,0,0,0,0,1,1,1,43,0,1,0,0,1,1,1,0,1,0
2911.8,0,0,0,1,0,0,0,1,1,37,0,1,0,1,0,0,1,1,0,0
1727.5,1,1,0,1,1,1,1,0,1,20,0,0,0,0,1,0,0,1,0,1
86.6,1,0,1,1,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,1
6705.7,0,1,0,0,0,0,1,1,1,63,1,0,1,0,1,1,1,1,0,0
237.65,1,1,0,1,1,0,0,1,1,3,0,0,1,1,0,0,0,1,0,0
1672.35,0,0,0,0,0,0,1,0,0,66,1,0,0,0,1,0,0,1,1,0
2979.5,1,1,1,1,1,0,1,1,1,28,0,0,0,0,0,0,0,1,0,1
695.75,1,1,1,1,1,1,0,0,1,8,0,0,0,1,0,0,0,1,0,0
1654.6,0,0,0,0,0,0,0,0,0,71,1,0,0,1,0,0,0,1,1,0
24.25,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1857.85,0,0,0,0,0,0,0,0,0,72,1,0,0,1,0,0,0,1,1,0
825.1,1,0,0,1,0,1,1,0,0,16,0,1,1,0,0,0,1,1,0,0
6424.25,0,1,0,0,0,0,0,0,0,66,1,0,0,1,0,1,1,1,0,0
837.95,1,1,1,1,1,0,1,0,0,11,0,0,0,0,0,0,0,1,0,1
4126.2,0,0,0,0,0,0,1,1,0,51,0,1,0,0,1,1,1,1,0,0
330.8,1,0,1,1,0,0,1,0,1,8,0,1,0,0,0,0,1,0,1,0
1337.45,1,1,1,1,1,0,1,1,1,14,0,0,1,0,0,0,0,1,0,0
362.2,1,1,1,0,1,0,1,0,1,4,0,0,0,0,0,1,0,1,0,1
5991.05,0,0,0,1,0,0,0,1,1,70,1,1,0,1,0,0,1,1,0,0
4891.5,0,0,1,0,0,0,0,0,0,70,1,1,0,1,0,1,1,1,1,0
5373.1,0,1,0,1,1,1,1,1,1,54,0,0,0,0,1,0,0,1,0,1
2068.55,1,1,0,1,0,0,1,0,0,28,0,0,1,0,0,0,1,1,1,1
487.05,0,0,0,0,0,0,0,0,0,24,1,0,1,1,0,0,0,1,0,0
4131.2,0,0,0,1,1,0,1,0,1,69,1,1,1,0,1,0,0,1,0,0
2301.15,1,0,0,1,0,0,0,0,0,42,0,1,1,1,0,0,1,1,1,0
131.65,1,1,1,1,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,1
4036.0,1,1,1,1,1,1,1,1,1,39,0,0,0,0,0,0,0,1,0,0
4900.65,0,1,0,0,1,0,1,1,1,45,1,0,0,0,0,1,0,1,1,0
5727.45,0,0,0,0,0,0,1,1,0,72,1,1,0,0,0,1,1,1,1,0
743.05,0,0,0,0,0,0,0,0,0,38,1,0,1,1,0,0,0,1,0,0
4804.65,0,0,0,0,0,0,1,0,0,72,1,1,0,0,0,1,1,1,0,0
24.05,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1414.65,0,0,0,0,0,0,1,0,0,72,1,0,1,0,1,0,0,1,1,0
1443.65,0,0,0,0,0,0,0,0,0,55,1,0,0,1,0,0,0,1,0,0
2898.95,0,0,1,0,1,0,1,1,1,51,0,1,0,0,0,1,0,0,1,0
5309.5,0,0,0,0,0,0,1,1,1,63,1,1,1,0,0,1,1,1,0,0
20.4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
451.55,0,0,0,0,0,0,1,0,0,23,1,0,1,0,0,0,0,1,1,0
50.55,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
117.05,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0
5839.3,1,1,0,1,0,1,0,1,1,52,0,0,0,1,1,0,1,1,0,0
1893.5,0,0,0,1,0,0,0,0,0,36,0,1,0,1,0,0,1,1,0,0
45.35,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
1654.45,0,0,0,1,0,0,0,0,0,28,0,1,0,1,0,0,1,1,0,0
477.05,0,0,1,1,0,0,0,1,0,7,0,1,1,1,0,0,1,1,1,0
1415.55,1,1,1,1,1,0,1,1,1,14,0,0,0,0,0,0,0,1,0,1
4546.0,0,0,0,0,0,1,1,1,1,72,1,1,0,0,1,1,1,0,0,0
20.5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
163.2,1,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,1,0,0
849.9,0,0,0,0,0,0,0,0,0,42,0,0,1,1,0,0,0,1,0,0
189.95,1,0,0,1,1,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0
321.9,1,1,0,1,1,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1
8058.55,0,1,0,0,0,0,1,1,1,72,1,0,0,0,1,1,1,1,1,0
482.8,1,0,1,1,1,0,1,0,0,20,0,1,0,0,0,0,0,0,0,1
7049.75,0,1,0,0,0,0,0,1,1,63,1,0,1,1,1,1,1,1,0,0
2560.1,0,0,0,0,0,0,0,0,0,56,1,1,0,1,0,1,1,0,0,0
286.8,1,0,0,0,1,0,1,0,0,5,0,1,1,0,0,1,0,1,1,0
7982.5,0,1,0,0,1,0,1,1,1,72,1,0,0,0,0,1,0,1,0,0
5683.6,1,1,1,1,1,1,1,0,0,68,0,0,0,0,0,0,0,1,1,0
3994.05,0,0,0,0,0,0,0,0,0,67,0,1,1,1,0,1,1,1,1,0
369.15,1,0,0,1,1,0,0,0,0,8,0,1,1,1,0,0,0,1,1,0
4631.7,1,1,0,0,1,0,1,0,1,52,0,0,0,0,0,1,0,1,1,0
401.95,1,0,0,0,0,0,1,0,0,18,0,0,1,0,0,0,0,1,1,0
1534.05,0,0,0,0,0,0,0,0,0,59,1,0,0,1,0,0,0,1,1,0
1093.0,0,0,0,0,0,0,0,0,0,60,1,0,1,1,0,0,0,1,0,0
701.3,1,1,1,1,1,0,1,1,1,7,0,0,0,0,0,0,0,1,0,0
1980.3,0,0,0,1,0,0,0,0,0,59,0,1,0,1,0,0,1,0,1,0
2893.4,0,0,0,0,0,0,1,1,1,46,1,1,0,0,0,1,1,0,0,0
